ID,Kaynak,İcerik,Kategori
58,csgb/SSS,Çalışanların raporla belgelenmiş sağlık nedenlerine dayalı işe devamsızlıklarında işveren tarafından ücret ödenir mi?,"Ücret, Fazla Mesai ve Yan Haklar"
164,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,Taşeron bir firmada çalışıyorum ve sosyal hakları 1 yıl dolduğunda almaya başlıyorsun.Benim yaklaşık 6 ay oldu ve ekimde 1 sene olacak.Tabi bayram falan geçmiş olacak onların parasını alamayacağım.Bana bir arkadaşımın dediği eğer yılın dolarsa sosyal haklarını yıl sonunda almadığın bayram parası vs vs onlarıda ödemeleri zorunlu dedi acaba bu konuda beni bilgilendirir misiniz ?,"Ücret, Fazla Mesai ve Yan Haklar"
130,csgb/SSS,Ulusal bayram ve genel tatil günlerinde çalışılması halinde işçinin ücreti nasıl ödenir? ödenir?,"Ücret, Fazla Mesai ve Yan Haklar"
38,Madde 18/3-d,İşveren aleyhine idari veya adli makamlara başvuruda bulunmak işçinin işten çıkarılması için geçerli bir sebep değildir.,İşe İade ve İş Güvencesi
160,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,Çalıştığımız yerden her hangi bir sebep dahilinde işverene haber vermeden hemen ertesi gün ayrılırsak bu konuda bir ceza vs ödermiyiz? Çalışılan yerden belirli bir süre ihbarı olmaksınız kovulduğumuzda işverenin çalışılan yıla göre size ihbar tazminatı ödemesi söz konusu. Benim sorduğum soru bu durumun tam tersi de geçerli midir?,Kıdem ve İhbar Tazminatı
2,Madde 24,"İşçinin haklı nedenle derhal fesih hakkı; sağlık sebepleri, ahlak ve iyiniyet kurallarına aykırılık hallerinde doğar.",Kıdem ve İhbar Tazminatı
53,csgb/SSS,Uzun süreli rapor alan işçinin iş sözleşmesi bu nedenle feshedilebilir mi?,Haklı Nedenle Fesih ve İstifa
150,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,yeni çıkacak kıdem tazminatı yasası hakkında içerik tam olarak nedir yada çıkacakmı yasa,Kıdem ve İhbar Tazminatı
131,csgb/SSS,Hafta içinde raporlu olunması halinde hafta tatili hakkı kaybedilir mi?,Yıllık İzin ve Dinlenme Süreleri
152,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,"Alt işverenin yanında çalışan işçinin işverene karşı yada işverenin alt işverenin işçisine karşı yükümlülüğü varmıdır,bir kaza durumunda işveren o işçiden sorumlu tutulurmu ?",İş Sağlığı ve Güvenliği
104,csgb/SSS,"Sözleşmede haftalık 40 saat çalışacağı belirtilen bir işçi, işveren tarafından haftada 44 saat çalıştırılıyor ise ücreti ne kadar zamlı ödenmelidir?","Ücret, Fazla Mesai ve Yan Haklar"
100,csgb/SSS,İşverenin işçiden 3 gündelik kadar ücret kesinti yapması yasaya uygun mudur?,"Ücret, Fazla Mesai ve Yan Haklar"
117,csgb/SSS,İşçi özel istihdam bürosu aracılığıyla geçici iş ilişkisi kapsamında ne kadar süreyle görevlendirilebilir?,Genel Bilgilendirme ve Diğer
88,csgb/SSS,Çalışma koşullarında yapılan değişiklikler geçmişe etkili olarak yürürlüğe konulur mu?,Mobbing ve Çalışma Koşulları
75,csgb/SSS,"1 yıl 2 ay önce evlenen kadın işçi, işten ayrılırsa kıdem tazminatı alabilir mi?",Kıdem ve İhbar Tazminatı
122,csgb/SSS,İş sözleşmesinin işçi tarafından derhal feshi ne demektir?,Haklı Nedenle Fesih ve İstifa
169,https://forum.donanimhaber.com/is-hukuku-ve-isci-haklarina-dair-sorularinizi-cevapliyorum--113737648,Sözleşmeli özel sektör çalışanı biriyim. Yıl bitimi itibariyle bulunduğum proje el değiştirdi ve haklarımız yeni sahiplerine devredildi. Devir kağıdını imzaladık ama memnun değilim. Tazminat hakkımı alma şansım var mı acaba?,Kıdem ve İhbar Tazminatı
21,Madde 1,"Bu Kanunun amacı işverenler ile bir iş sözleşmesine dayanarak çalıştırılan işçilerin çalışma şartları ve çalışma ortamına ilişkin hak ve sorumluluklarını düzenlemektir. Bu Kanun, 4 üncü Maddedeki istisnalar dışında kalan bütün işyerlerine, bu işyerlerinin işverenleri ile işveren vekillerine ve işçilerine faaliyet konularına bakılmaksızın uygulanır. İşyerleri, işverenler, işveren vekilleri ve işçiler, 3 üncü maddedeki bildirim gününe bakılmaksızın bu Kanun hükümleri ile bağlı olurlar.",Genel Bilgilendirme ve Diğer
72,csgb/SSS,Toptan ödeme almak amacıyla işten ayrılan işçi kıdem tazminatına hak kazanır mı?,Kıdem ve İhbar Tazminatı
107,csgb/SSS,İşveren fazla saatlerle çalışma için işçinin onayını almalı mıdır?,Mobbing ve Çalışma Koşulları
15,Ek Madde 2,"İşçiye; evlenmesi veya evlat edinmesi ya da ana veya babasının, eşinin, kardeşinin, çocuğunun ölümü hâlinde üç gün, eşinin doğum yapması hâlinde ise beş gün ücretli izin verilir. İşçilerin en az yüzde yetmiş oranında engelli veya süreğen hastalığı olan çocuğunun tedavisinde, hastalık raporuna dayalı olarak ve çalışan ebeveynden sadece biri tarafından kullanılması kaydıyla, bir yıl içinde toptan veya bölümler hâlinde on güne kadar ücretli izin verilir",Yıllık İzin ve Dinlenme Süreleri
93,csgb/SSS,8 işçi çalıştıran işveren ücretleri banka kanalıyla ödeme yükümlülüğüne tabii midir?,"Ücret, Fazla Mesai ve Yan Haklar"
103,csgb/SSS,"Haftada 3 saat fazla çalışma yaptırılan işçiye, ücreti nasıl ödenmelidir?","Ücret, Fazla Mesai ve Yan Haklar"
